fold,accuracy,precision,recall,f1,roc_auc,mcc,macro_f1
1,0.8,0.7857142857142857,0.825,0.8048780487804879,0.92125,0.6007514091861107,0.7998749218261414
2,0.775,0.8055555555555556,0.725,0.7631578947368421,0.89,0.5527707983925666,0.7744360902255639
3,0.825,0.825,0.825,0.825,0.9046875,0.65,0.825
4,0.8375,0.8292682926829268,0.85,0.8395061728395061,0.931875,0.6752110364284797,0.8374746054070948
5,0.875,0.9166666666666666,0.825,0.868421052631579,0.935,0.753778361444409,0.87468671679198
