fold,accuracy,precision,recall,f1,roc_auc,mcc,macro_f1
1,0.6875,0.6829268292682927,0.7,0.691358024691358,0.7675000000000001,0.3751172424602665,0.6874511642444132
2,0.675,0.675,0.675,0.675,0.70875,0.35,0.675
3,0.65,0.6363636363636364,0.7,0.6666666666666666,0.691875,0.30151134457776363,0.6491228070175439
4,0.6375,0.6,0.825,0.6947368421052632,0.65625,0.2966479394838265,0.6242914979757086
5,0.625,0.6190476190476191,0.65,0.6341463414634146,0.670625,0.25031308716087947,0.6247654784240151
