fold,accuracy,precision,recall,f1,roc_auc,mcc,macro_f1
1,0.6125,0.6285714285714286,0.55,0.5866666666666667,0.7224999999999999,0.22677868380553634,0.6109803921568627
2,0.65,0.6875,0.55,0.6111111111111112,0.778125,0.3061862178478973,0.6464646464646464
3,0.65,0.6666666666666666,0.6,0.631578947368421,0.7175,0.30151134457776363,0.6491228070175439
4,0.7375,0.7021276595744681,0.825,0.7586206896551724,0.825625,0.48244488031307425,0.73547472838923
5,0.6875,0.7027027027027027,0.65,0.6753246753246753,0.7921874999999999,0.3760591579229251,0.6870599280237835
