fold,accuracy,precision,recall,f1,mcc,macro_f1,roc_auc
1,0.25,0.2423938618925831,0.25,0.24411321620623946,0.06276733044390177,0.24411321620623946,0.570890625
2,0.315,0.3138484919335983,0.31500000000000006,0.31323240007482694,0.14401125738346893,0.31323240007482694,0.618640625
3,0.295,0.29855415133370033,0.29500000000000004,0.2949468214348533,0.11904799294030781,0.2949468214348533,0.6107968749999999
4,0.28,0.27631523252575885,0.27999999999999997,0.27518407960199004,0.10062773671366246,0.27518407960199004,0.596328125
5,0.285,0.2847425249169435,0.28500000000000003,0.2832163955155433,0.10652666279521342,0.2832163955155433,0.5751718750000001
