fold,accuracy,precision,recall,f1,roc_auc,mcc,macro_f1
1,0.775,0.8055555555555556,0.725,0.7631578947368421,0.8384375,0.5527707983925666,0.7744360902255639
2,0.8,0.8,0.8,0.8,0.855625,0.6,0.8
3,0.825,0.8611111111111112,0.775,0.8157894736842105,0.8984375,0.6532745799184878,0.8245614035087719
4,0.8125,0.7777777777777778,0.875,0.8235294117647058,0.8759375,0.629940788348712,0.8117647058823529
5,0.75,0.8333333333333334,0.625,0.7142857142857143,0.851875,0.5163977794943223,0.746031746031746
