fold,accuracy,precision,recall,f1,mcc,macro_f1,roc_auc
1,0.315,0.3244617918313571,0.31500000000000006,0.31157674473061536,0.14593250596181886,0.31157674473061536,0.6686093750000001
2,0.305,0.3050703790288045,0.30500000000000005,0.3033669757000887,0.13162484188239587,0.3033669757000887,0.66140625
3,0.28,0.2803894634776988,0.28,0.2657183157183157,0.10301890441574511,0.2657183157183157,0.626578125
4,0.32,0.3232081741995196,0.32,0.3187367646127221,0.15078423261352733,0.3187367646127221,0.672171875
5,0.36,0.3511585385059303,0.36,0.35156243243893115,0.2012427377542587,0.35156243243893115,0.67103125
