fold,accuracy,precision,recall,f1,roc_auc,mcc,macro_f1
1,0.625,0.6470588235294118,0.55,0.5945945945945946,0.7275,0.25286086871208685,0.6228786926461345
2,0.7,0.6904761904761905,0.725,0.7073170731707317,0.8099999999999999,0.4005009394574071,0.699812382739212
3,0.7,0.6818181818181818,0.75,0.7142857142857143,0.770625,0.40201512610368484,0.6992481203007519
4,0.65,0.6111111111111112,0.825,0.7021276595744681,0.750625,0.32025630761017426,0.638942617666022
5,0.7,0.7,0.7,0.7,0.770625,0.4,0.7
